Motor_ID,Motor_Type,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Vibration_mm_s,Current_A,Voltage_V,Power_Factor,Load_Percent,Operating_Hours,Maintenance_Required
MOTOR_00080,Type_M,293.5929393641069,344.7419122666041,1480.774717521143,38.862944546178355,18.10150246251728,2.1282335748530308,84.27733272684094,409.55675781514293,0.9103025447998628,74.5475749630051,20163.06805619159,0
MOTOR_00081,Type_L,301.6310788569799,353.2362236663273,1474.7418007370015,26.319865670169996,21.403811332292893,1.999214897040963,53.64466147588955,415.73226150076766,0.8934449875345224,68.42020990416343,21930.770959479523,0
MOTOR_00082,Type_M,297.0573342773764,326.2201076461242,1451.5540021639858,37.788525543047825,10.603156081541824,3.594595162373774,63.52121683725551,413.01860738753913,0.8245285808877535,57.59866914932923,8984.155443512098,0
MOTOR_00083,Type_L,296.45429248539426,329.1321094282766,1446.9660301128242,37.63653113331161,14.017116701576352,1.9061597650813635,65.5847815631548,400.1014798885663,0.942287503227715,51.36375019339387,11851.392855416809,0
MOTOR_00084,Type_H,300.8180418354006,338.4583575333905,1456.1849766910193,21.712605682679445,39.26277280761699,4.192877145217708,49.02070471132882,398.9171866789205,0.8796754292001548,82.14725615327328,33190.22638109025,0
MOTOR_00085,Type_L,296.90876497910483,345.3907877660819,1454.806733781728,27.626737396924796,24.827999274497127,0.2498500432824109,54.81629689190456,429.0584211824621,0.878259506995432,55.41940696544119,29233.535022129436,0
MOTOR_00086,Type_M,304.80625328956853,378.5521292847474,1573.2992113158584,62.40111674029495,11.475518369122057,6.63682164619092,130.22318250232573,478.3384265842207,0.6926770860301821,106.72262461196796,10092.672606147418,1
MOTOR_00087,Type_M,301.0720666045425,341.77607640632687,1466.2972353614325,29.543346608543587,49.02403340459332,2.7083886949399685,56.30438797197665,400.57506058349816,0.9299658001291468,84.70016218113828,45933.889849675215,0
MOTOR_00088,Type_H,299.161120626763,344.55716346246356,1489.0700529705014,23.606271661118253,35.50185109096509,3.2202580130379026,71.58146155085566,410.24541601845266,0.8816733646941274,40.25913972241547,43925.778065067396,0
MOTOR_00089,Type_L,297.69824266194564,335.9286562739133,1458.5545581368315,42.78032983768598,30.08194175856331,0.06946621796047597,66.93068976125645,400.8955534799952,0.8750667963696113,64.40636492408822,19020.985211639883,0
MOTOR_00090,Type_H,302.61628435145917,320.49497151123325,1493.8818329369992,27.304468897288977,41.217934785432846,1.2264429363988418,41.999549203337835,417.6616149954111,0.9390551817194459,42.712032563030235,38244.163077106416,0
MOTOR_00091,Type_L,312.0940881613298,372.0127173716599,1590.6900954650316,73.81109054584812,41.113482484072826,10.908115268173509,92.01018927829435,461.9971562041247,0.6783721560774177,88.08056635430415,30867.58787064871,1
MOTOR_00092,Type_H,302.70512250285094,335.9550471111181,1477.9890825356413,48.54210026619971,0.0,3.638787655835872,65.96377104601245,396.5194386499187,0.8902417730219496,76.86349867420556,5343.846154737192,0
MOTOR_00093,Type_M,300.38933640302014,337.12480366612994,1481.0704556511662,40.14274008591843,12.437421840760154,1.4491399186951988,50.21020956934399,420.61853236549723,0.9214294963652663,74.49952608401827,8738.67214136886,0
MOTOR_00094,Type_L,292.2985746662419,319.8844261791121,1433.9168257669585,31.72717987716544,35.07314903996917,2.8267836313821446,72.23658204032733,414.13440944499246,0.889171450277926,62.35450864866262,36843.687247209105,0
MOTOR_00095,Type_H,295.196725593065,352.25150376930833,1475.7450436913373,32.03563742116948,38.17564550008042,3.2837602959338,58.160132896724576,417.58514431340006,0.8550434118807201,55.46022136490668,36225.84256993091,0
MOTOR_00096,Type_L,298.2637438998411,343.6026472498175,1423.1403325471906,31.35429270457607,0.0,0.8379812141613912,58.671852346050514,401.6613701986674,0.8544416407768988,84.79662208169157,3496.5802854717067,0
MOTOR_00097,Type_M,293.5612042639087,335.06262177039906,1450.8542914543389,39.94735173461654,50.57504418750086,0.7265330681918385,56.045260052973575,421.4657165113336,0.9193174941184593,81.72300187657537,47881.26422526901,0
MOTOR_00098,Type_L,299.2087013233564,322.9811512769878,1456.5091847595875,35.205152954614476,33.09252012866937,1.4409472416851081,74.23212021494628,425.2640167211739,0.823895603092847,42.83990648856176,36859.01125036216,0
MOTOR_00099,Type_L,294.81629172789627,333.46053134131324,1475.163518392865,34.90890448717491,4.818069359224078,2.313358969583612,66.73007604165436,413.0487799693774,0.9488237022234969,78.31412309852931,4382.1373381919275,0
MOTOR_00100,Type_M,294.8061496691765,322.1813631333568,1450.765983592267,49.26830602579744,46.24503953665329,2.1044126274371027,50.26190207199375,419.3232881115862,0.8961458116017997,77.01162536354624,43402.83450537252,0
MOTOR_00101,Type_M,301.0524092089868,341.2394967743115,1443.9530815019227,22.398961830779058,42.901207400425804,1.1843035267498616,61.94668387013708,412.7137644196363,0.9165085445707539,45.491577345597776,41466.62025706418,0
MOTOR_00102,Type_L,298.5850554587739,342.10689569392775,1447.5880254261592,21.744913865164275,0.0,0.9390047042866896,41.52793975108251,422.3266555123954,0.9492299475754651,42.6001252448365,5283.234213087196,0
MOTOR_00103,Type_M,307.4207751143078,372.13487527831364,1562.2894690246626,74.68055598372905,16.0120197520836,7.803304168924256,96.94380337514684,356.9501038264918,0.7086476204514992,104.80234084401359,13269.370459409729,1
MOTOR_00104,Type_H,300.38165872369603,320.0544045756079,1455.588792524702,42.80869469366405,23.413801267470294,1.8663841228063882,61.56766983212269,395.671729688807,0.8205664558593498,64.08895591536663,20706.487626446353,0
MOTOR_00105,Type_H,292.67639715224936,347.4966806863134,1476.8448786710842,45.78695694940838,21.532112969968473,1.6134255119240235,69.82693764168411,423.3740074795193,0.8588590582292712,83.02999857920267,24966.691748930913,0
MOTOR_00106,Type_L,300.524045085443,347.3350626559443,1433.617881661922,46.68172748386533,13.53019440765343,2.3005066923749338,57.15824875571956,410.7543551346916,0.8675929485094637,79.71067482052449,13968.385696735819,0
MOTOR_00107,Type_H,302.5980337193148,369.4902033933403,1439.3582598853588,68.11059518954684,31.803705737075873,12.928674642046904,131.92256637853126,356.9643734133634,0.7146558993332603,91.6261607081251,35816.16940313411,1
MOTOR_00108,Type_M,291.9810516754303,349.9830042030127,1437.5140142259697,34.23008329718642,0.0,2.4253172152364777,82.8000786694291,406.277542620562,0.8170934952071476,61.870697633989295,521.3849698701533,0
MOTOR_00109,Type_M,293.8453873421262,330.7551055171908,1486.5845502646825,27.22078135497515,9.188891522184992,2.320529541119514,62.220436173868244,416.4528853873084,0.8182252064451377,48.88617204369718,6404.787318310001,0
MOTOR_00110,Type_M,296.67647396728967,345.9926586390328,1440.6457261681824,36.350807566908145,47.256313334963664,3.5338690941722453,72.98606441111212,417.9656643188375,0.9477004609286762,82.18246299237035,43068.499818171804,0
MOTOR_00111,Type_H,296.1109973915431,342.80617755880536,1449.0941622952605,22.812707619366698,22.298711393106426,3.115748750476817,66.8386425004686,398.70757493954727,0.8865759174931325,79.47122986801318,24419.70650324698,0
MOTOR_00112,Type_L,293.4774464072133,350.16406575917733,1468.9071030688222,38.44934721023397,35.309043645056825,3.6219234993153493,61.86706086920492,420.9821817700378,0.9031826164819873,56.88669569991998,37085.6030756465,0
MOTOR_00113,Type_M,302.64688176143255,332.32448716326064,1482.599045709692,49.890030128817415,0.0,1.9844435495740766,47.71612377356891,405.6961475421575,0.8552464295760273,60.18747839295442,1765.5677470119535,0
MOTOR_00114,Type_L,295.97792549623864,346.38762234605764,1433.5263253278217,41.08830322936031,31.07113021137391,3.022274697544689,77.24059297313923,398.64480752721005,0.8079205940702793,61.896894800968894,33152.10022502461,0
MOTOR_00115,Type_H,308.7652140211137,376.5668429606583,1573.6077464695502,48.101015038786606,30.492294379999485,10.229644915279833,115.3432090656861,363.1277101443725,0.6330917929066817,99.95563235159347,24912.784113172682,1
MOTOR_00116,Type_H,295.7559954231965,337.5570817306079,1460.0706773245158,20.785901255961942,11.653856197127396,2.893343317522154,42.99611329432522,407.6782404578301,0.8036287645837034,77.42636696540981,5916.809546169366,0
MOTOR_00117,Type_L,295.67296997683644,335.3681461680327,1462.3611404598414,38.93511937870119,0.7497003075136486,2.4535956661830016,60.02100279563051,427.80736529755524,0.8074763041674413,80.67609986171686,2806.8051708105004,0
MOTOR_00118,Type_L,309.4206262904357,375.1774627063174,1304.6822734943623,53.64425796751999,2.9534811875262212,14.840221598704554,87.07273421112635,361.287482987728,0.7359381870781555,91.23865499623766,7945.4083834676785,1
MOTOR_00119,Type_L,291.70800703728077,339.5009786388669,1466.3114635708973,22.592738322876393,14.276531423944483,2.429038678872388,55.980681596977135,406.03163323840755,0.8355176463967078,72.96019293271404,13406.951004775668,0
MOTOR_00120,Type_L,299.91985157976876,351.437292812711,1453.9198152742965,33.91797460065008,0.0,1.2835943024199752,68.49206253360872,401.9334171465909,0.9458007994447305,67.383727271341,2612.8939643011886,0
MOTOR_00121,Type_H,297.4306909364924,324.46418521428,1482.4701058337862,36.306146520279384,13.551179053169612,3.5606566217100286,72.35269180208506,397.36839266650003,0.8122588018620168,60.62352886878954,12548.333067014899,0
MOTOR_00122,Type_L,298.9616816058114,335.2206540198218,1447.5543926558175,21.558697326628053,21.636454688746223,0.536382310028131,61.53131103738402,423.2241266031494,0.9179417299076049,49.061370196118844,33451.11686645541,0
MOTOR_00123,Type_M,294.21592013586724,352.20132300912763,1463.1508168869634,22.824557303770938,32.83520290021882,3.1201025467011867,72.39333321555624,414.5293258573924,0.8515494788913655,52.70939044089303,37705.3840158082,0
MOTOR_00124,Type_H,302.72371984680973,324.14554140980044,1474.6556019528693,39.03747252650911,47.65252251176484,2.613675177937186,55.47952913917256,422.74990466618436,0.919687123942384,57.818671269810466,41105.15803001128,0
MOTOR_00125,Type_M,302.02371905718917,326.9861456841298,1441.0534903542816,46.819691300236116,43.83210421770954,5.052843366633832,43.129420019431315,402.07054839408715,0.8981438828487442,46.84469274500228,39663.06752191272,0
MOTOR_00126,Type_L,304.4164146891265,382.76437909299733,1370.9958751682461,50.678169202386776,42.786653225055545,12.217076765435532,126.9254985957754,385.27711033218577,0.6018911279963638,98.99389209095956,40180.17677207676,1
MOTOR_00127,Type_M,292.47898134382746,344.26455311018566,1448.843647699564,27.629659435349502,21.370220015714096,3.965075103982784,81.04300952517916,417.8083771547249,0.9228882657307191,79.59198612782629,18951.35631095487,0
MOTOR_00128,Type_M,303.3691211737325,368.58735715443044,1636.5790212339039,61.495050858935755,2.2054500441812577,12.599993763727728,124.95439404190299,460.57124839828964,0.7468657407022732,100.85355345739342,5031.873926176667,1
MOTOR_00129,Type_H,301.19449350291524,328.9731924511907,1458.318640601804,26.379331291132885,6.733738136214616,3.225699995132505,71.77552115376119,412.9429163600769,0.804978403184364,53.67758805583257,8744.07185879797,0
MOTOR_00130,Type_H,291.15226079467897,324.7601929541252,1462.896716392032,23.865461360007643,44.66608764199677,1.9457422913056013,57.02843432309497,402.9355634023229,0.861914169389904,76.10594481216688,40369.80151699757,0
